Name,starName,controversial,planetSemimajor,planetEarthRads,earthMass,eccentricity,earthFlux,equilTemp,stellarEffTemp,stellarRadius,stellarMass,luminosity,stLogSurfaceGrav,
OGLE-2012-BLG-0838L b,OGLE-2012-BLG-0838L,0,4.43,,53.1,,,,,,0.4,,,
HD 34445 c,HD 34445,0,0.7181,,53.5,0.036,,,5836,1.38,1.07,0.303,4.21,
55 Cnc c,55 Cnc,0,0.24,,53.711,0.086,,,5250,0.96,0.9,-0.197,4.42,
GJ 414 A c,GJ 414 A,0,1.4,8.4,53.83,0.105,,125,4120,0.68,0.65,-0.924,4.65,
Kepler-462 b,Kepler-462,0,,3,53.9,0.042,,,7500,1.57,1.59,,4.22,
HD 65216 c,HD 65216,0,0.54,,54.03,0.02,,,5623.44,0.89,1,-0.15,4.54,
HD 102117 b,HD 102117,0,0.15,,54.0311,0.12,,,5655,1.23,1.06,,4.29,
Kepler-79 b,Kepler-79,0,,1.92,54.1,,,,,1.04,1.08,,,
Kepler-9 c,Kepler-9,0,0.225,9.225,54.347,0.13,,,5754,1.05,1.03,0.037,4.41,
55 Cnc c,55 Cnc,0,0.2432,,54.34866,0.048,,,5317.89,0.96,0.97,,4.46,
KELT-11 b,KELT-11,0,,15.132,54.34893,0.0007,,,5375,2.69,1.44,,3.7,
K2-19 b,K2-19,0,,,54.4,0.023,,,5250,0.88,0.92,,4.5,
55 Cnc c,55 Cnc,0,0.241376,,54.4738,0.02,,,,,0.95,,,
55 Cnc f,55 Cnc,0,0.77,,54.664,0.32,,,5250,0.96,0.9,-0.197,4.42,
HD 102117 b,HD 102117,0,0.1532,,54.664,0.106,,,5667.88,1.24,1.01,0.157,4.25,
HD 102117 b,HD 102117,0,0.1532,,54.664,0.121,,,5695,,1.11,,4.37,
HD 3765 b,HD 3765,0,2.108,,54.98431,0.298,,,5049.8,0.83,0.85,,4.53,
HATS-46 b,HATS-46,0,0.05367,10.122,54.98459,0.559,,1054,5495,0.85,0.92,-0.23,4.54,
OGLE-2014-BLG-1722L b,OGLE-2014-BLG-1722L,0,1.5,,55,,,,,,0.39,,,
WASP-18 c,WASP-18,0,0.035,,55.2,0.015,,,6400,1.23,1.22,,,
Kepler-123 b,Kepler-123,0,,2.55,55.3,,,,,1.09,1.01,,,
OGLE-2014-BLG-1722L b,OGLE-2014-BLG-1722L,0,1.5,,55.3,,,,,,0.4,,,
HD 117618 b,HD 117618,0,0.18,,55.30242,0.15,,,5990,,1.08,,4.41,
TOI-954 b,TOI-954,0,0.04963,9.55,55.30242,0.14,1393,1526,5710,1.89,1.2,0.535,3.96,
Kepler-282 e,Kepler-282,0,,3.1,56.2,,,,,0.89,0.97,,4.53,
HD 117618 b,HD 117618,0,0.176,,56.6,0.42,,,5995.71,1.18,1.1,0.213,4.33,
TOI-1696 b,TOI-1696,0,0.0235,3.24,56.6,0,13.5,533,3168,0.29,0.27,-2.125,4.96,
55 Cnc c,55 Cnc,0,0.23735,,56.6985,0.072,,,5250,0.96,0.9,-0.197,4.42,
HATS-62 b,HATS-62,0,0.04163,11.825,56.89157,0.298,387.4,1237,5416,0.93,0.9,-0.173,4.45,
OGLE-2008-BLG-092L b,OGLE-2008-BLG-092L,0,15,,57,,,,,,0.71,,,
OGLE-2011-BLG-0173L b,OGLE-2011-BLG-0173L,0,8,,57,,,,,,0.42,,,
TOI-1749 b,TOI-1749,0,0.0291,1.39,57,0.14,,831,3985,0.55,0.58,,4.7,
AU Mic b,AU Mic,0,0.066,4.203,57.2094,0.1,,,3700,0.75,0.5,-1.046,,
HD 102117 b,HD 102117,0,0.15,,57.2094,0.08,,,5429,,0.95,,,
WASP-127 b,WASP-127,0,0.052,15.356,57.2094,,,1400,5620,1.39,1.08,,4.18,
HAT-P-18 b,HAT-P-18,0,,,58.16289,0.106,,,,,0.77,,,
Kepler-416 b,Kepler-416,0,,2.48,58.2,,,,,1.07,1,,,
KOI-94 d,KOI-94,0,,10.1,58.4,,,,,,1.1,,,
GJ 414 A c,GJ 414 A,0,1.424,,58.48043,0.185,,,4205.93,0.67,0.69,,4.62,
HD 104067 b,HD 104067,0,0.2643,,58.985,0,,,4969,,0.79,,4.47,
K2-108 b,K2-108,0,0.0573,5.28,59.4,0.18,762,1446,5474,1.75,1.12,,3.99,
HD 45364 b,HD 45364,0,0.6813,,59.4953,0.1684,,,5434,,0.82,-0.244,4.38,
K2-261 b,K2-261,0,0.1034,9.528,59.75174,0.286,180,1046,5445,1.64,1.09,0.328,4.04,
KMT-2018-BLG-0748L b,KMT-2018-BLG-0748L,0,0.62,,60,,,,,,0.09,,,
OGLE-2011-BLG-0173L b,OGLE-2011-BLG-0173L,0,8,,60,,,,,,0.41,,,
OGLE-2017-BLG-0373L b,OGLE-2017-BLG-0373L,0,2.575,,60.1,,,,,,0.28,,,
Kepler-23 c,Kepler-23,0,,3.2,60.2,,,,,1.55,1.08,,,
HD 117618 b,HD 117618,0,0.17,,60.3877,0.42,,,5977,1.2,1.17,,4.35,
HD 221416 b,HD 221416,0,0.1228,9.17,60.5,0.115,,,5080,2.94,1.21,0.712,3.58,
Kepler-282 d,Kepler-282,0,,2.46,61,,,,,0.89,0.97,,4.53,
TOI-532 b,TOI-532,0,0.0296,5.82,61.5,0,94.1,867,3927,0.61,0.64,-1.095,4.67,
KELT-11 b,KELT-11,0,0.06229,15.356,61.97685,0,1433,1712,5370,2.72,1.44,0.744,3.73,
HAT-P-18 b,HAT-P-18,0,0.0559,10.615,62.29468,0.009,,841,4870,0.72,0.77,,4.61,
Kepler-37 d,Kepler-37,0,,2,62.5,,,,,0.77,0.8,,,
HAT-P-18 b,HAT-P-18,0,0.0559,11.153,62.61,0.084,,852,4803,0.75,0.77,-0.569,4.57,
HD 76700 b,HD 76700,0,0.049,,62.61251,0,,,,,1,,,
Kepler-52 c,Kepler-52,0,,2.2,62.9,,,,,0.62,0.66,,,
HD 218566 b,HD 218566,0,0.6875,,62.93002,0.27,,,4942.85,0.83,0.86,,4.53,
HD 3651 b,HD 3651,0,0.28,,63.56,0.63,,,5274.92,0.87,0.9,-0.274,4.51,
HAT-P-18 b,HAT-P-18,0,0.05596,11.153,63.566,0.087,,,4803,0.75,0.77,,,
HD 137388 b,HD 137388,0,0.89,,63.566,0.36,,,5181,0.88,0.68,,4.39,
HD 218566 b,HD 218566,0,0.69,,63.566,0.3,,,4730,0.85,0.76,,4.46,
HD 220197 b,HD 220197,0,2.729,,63.566,0.187,,,5683,0.98,0.91,,4.42,
Kepler-30 b,Kepler-30,0,0.18,3.6,63.566,,,,5498,0.95,0.99,,4.77,
HD 24040 c,HD 24040,0,1.3,,63.88351,0.11,,,5776.49,1.39,1.1,,4.2,
HAT-P-12 b,HAT-P-12,0,0.03767,10.301,63.88383,,,955,4665,0.68,0.69,,4.61,
Kepler-277 c,Kepler-277,0,,3.36,64.2,,,,,1.69,1.12,,4.03,
WASP-126 c,WASP-126,0,,,64.2,0.05,,,5800,1.27,1.12,,,
Kepler-92 b,Kepler-92,0,,3.51,64.3,,,,,1.7,1.21,,4.05,
HD 10180 h,HD 10180,0,3.4,,64.4,0.08,,,5911,,1.06,0.173,4.39,
HD 104067 b,HD 104067,0,0.2673,,64.51917,0.247,,,4939.01,0.78,0.82,,4.56,
HD 107148 b,HD 107148,0,0.3668,,64.51917,0.174,,,5752.92,1.17,1.11,,4.35,
HD 10180 h,HD 10180,0,3.381,,65.66368,0.095,,,5911,1.11,1.06,,4.39,
HD 21411 b,HD 21411,0,0.362,,65.9,0.4,,,5605,,0.89,,,
HAT-P-12 b,HAT-P-12,0,0.03837,,66.10864,0,,,4559,0.7,0.73,-0.68,,
NGTS-12 b,NGTS-12,0,0.0757,11.747,66.10864,0,416,1257,5690,1.59,1.02,,4.04,
HAT-P-12 b,HAT-P-12,0,0.03838,10.749,66.23577,0.035,,,4650,0.7,0.73,,,
HAT-P-12 b,HAT-P-12,0,,,66.39469,0.026,,,,,0.73,,,
Kepler-363 c,Kepler-363,0,,2.41,66.4,,,,,2.13,1.28,,,
HD 8326 b,HD 8326,0,0.533,,66.6,0.2,,,4914,,0.8,,,
HD 107148 b,HD 107148,0,0.269,,66.741,0.05,,,5797,,1.12,,4.45,
HD 218566 b,HD 218566,0,0.6873,,66.7415,0.3,,,4820,0.86,0.85,-0.452,4.81,
GJ 9066 c,GJ 9066,0,0.88,,66.74397,0.46,,,3154,0.16,0.15,-2.595,5.01,
HAT-P-12 b,HAT-P-12,0,,10.761,66.7443,,,960,4652.87,0.7,0.74,-0.68,4.61,
HD 76700 b,HD 76700,0,0.05,,66.7443,0.09,,,5644,1.37,0.99,,4.16,
Kepler-413 b,Kepler-413,0,0.3553,4.347,67,0.1181,,,4700,0.78,0.82,,4.57,
HAT-P-12 b,HAT-P-12,0,0.0384,10.749,67.059,0,,963,4650,0.7,0.73,-0.678,4.61,
HAT-P-12 b,HAT-P-12,0,,10.637,67.06213,0,,975,4650,0.7,0.73,,4.61,
MOA-2009-BLG-319L b,MOA-2009-BLG-319L,0,2.03,,67.3,,,,,,0.52,,,
K2-261 b,K2-261,0,0.1087,9.505,67.69745,0.248,180,1030,5503,1.64,1.27,0.346,4.11,
TOI-1842 b,TOI-1842,0,0.1001,11.657,68.01528,,,,6230,2.02,1.46,0.74,4.1,
GJ 1148 c,GJ 1148,0,0.912,,68.06,0.342,,,3287,0.36,0.34,-1.869,4.87,
CoRoT-8 b,CoRoT-8,0,0.0633,7.981,68.65128,,,922,5080,0.9,0.88,,4.47,
55 Cnc c,55 Cnc,0,0.24,,68.96911,0.44,,,,,0.95,,,
CoRoT-8 b,CoRoT-8,0,0.06339,6.389,69.28694,0.19,,,5080,0.77,0.88,,,
CoRoT-8 b,CoRoT-8,0,0.0636,6.938,69.28694,,,870,,0.8,0.89,-0.4,4.58,
Kepler-55 c,Kepler-55,0,,2.35,69.8,,,,,0.66,0.65,,,
CoRoT-8 b,CoRoT-8,0,0.063,6.39,69.92,0,,,5080,0.77,0.88,,4.58,
Kepler-34 b,Kepler-34,0,1.0896,8.564,69.92,0.182,,,5913,1.16,1.05,0.173,4.33,
HD 3651 b,HD 3651,0,0.2955,,69.98582,0.614,,,5205.95,0.87,0.89,,4.51,
KELT-11 b,KELT-11,0,0.0626,,70.55826,0.7,,,5326,2.83,1.46,,3.74,
HD 137388 b,HD 137388,0,0.89,,70.8731,0.36,,,5240,0.82,0.86,-0.337,4.42,
K2-261 b,K2-261,0,0.102,9.528,70.87609,0.39,,1080,5537,1.65,1.1,,4.21,
HD 219134 h,HD 219134,0,2.56,,71,0.34,,,4699,0.78,0.78,-0.577,4.63,
KOI-1783.01,KOI-1783,0,,8.86,71,0,5.7,,5922,1.14,1.08,,4.3,
GJ 9066 c,GJ 9066,0,0.87,,71.6,0.33,,,,,0.15,,,
HD 46375 b,HD 46375,0,0.0398,,71.8,0.063,,,5285,,0.92,,4.53,
Kepler-425 b,Kepler-425,0,0.04652,10.962,71.82958,0.2,,,5170,0.86,0.93,,,
Kepler-25 d,Kepler-25,0,,,71.9,0.13,,,,1.32,1.17,,,
HD 46375 b,HD 46375,0,0.03998,,72.01992,0.063,,,5264.38,0.91,0.93,,4.49,
HD 3651 b,HD 3651,0,0.296,,72.1,0.618,,,5274.92,0.87,0.9,-0.274,4.51,
HD 3651 b,HD 3651,0,0.295,,72.46524,0.645,,,5221,,0.8,,4.45,
HD 3651 b,HD 3651,0,0.295,,72.78,0.596,,,5221,,0.88,,,
NGTS-5 b,NGTS-5,0,0.0382,12.733,72.78307,0,,952,4987,0.74,0.66,,4.52,
HD 168746 b,HD 168746,0,0.06504,,72.90984,0.098,,,5618.88,1.1,0.89,,4.31,
MOA-2010-BLG-353L b,MOA-2010-BLG-353L,0,1.85,,73,,,,,,0.16,,,
HD 168746 b,HD 168746,0,0.065,,73.1009,0.081,,900,5610,,0.88,0.041,4.5,
HD 204941 b,HD 204941,0,2.55,,73.1009,0.37,,,5026,0.78,0.58,,4.42,
WASP-29 b,WASP-29,0,,8.631,73.1009,0.03,,,4800,0.79,0.77,,4.5,
MOA-2008-BLG-310L b,MOA-2008-BLG-310L,0,1.25,,74,,,,,,0.67,,,
MOA-2008-BLG-310L b,MOA-2008-BLG-310L,0,1.25,,74,,,,,,0.67,,,
HD 76700 b,HD 76700,0,0.0511,,74.05439,0.095,,,5668,,1.13,,4.3,
HATS-5 b,HATS-5,0,0.0542,10.223,75.323,0.019,,1025,5304,0.87,0.94,-0.268,4.53,
HD 126525 b,HD 126525,0,1.837,,75.32571,0.035,,,5638,0.98,0.9,,4.38,
Kepler-396 b,Kepler-396,0,,3.5,75.5,,,,,1.06,0.85,,4.32,
HATS-5 b,HATS-5,0,0.05428,10.223,75.64354,0.044,,,5304,0.87,0.94,,,
HD 219134 h,HD 219134,0,3.015,,76.2792,0.06,,,,,0.79,,,
HATS-48 A b,HATS-48 A,0,0.03769,8.967,77.23269,0.162,137.6,955,4546,0.72,0.73,-0.709,4.59,
WASP-29 b,WASP-29,0,0.0457,8.878,77.547,0.03,,,4800,0.81,0.82,,,
HD 332231 b,HD 332231,0,0.1436,9.718,77.55052,0.032,98.09,876,6089,1.28,1.13,0.305,4.28,
WASP-29 b,WASP-29,0,0.04565,8.698,77.55052,,,970,,0.81,,,,
KMT-2018-BLG-1743L b,KMT-2018-BLG-1743L,0,1.449,,77.86796,,,,,,0.19,,,
WASP-29 b,WASP-29,0,0.04566,8.878,77.86835,0.059,,,4800,0.81,0.82,,,
Kepler-272 b,Kepler-272,0,,1.31,78,,,,,0.85,0.78,,,
Kepler-277 b,Kepler-277,0,,2.92,78.1,,,,,1.69,1.12,,,
Kepler-30 b,Kepler-30,0,,3.56,78.6,,,,,0.87,0.99,,,
HD 168746 b,HD 168746,0,0.0659,,78.819,0.107,,,5564,,0.93,,4.52,
HD 46375 b,HD 46375,0,0.041,,79.1,0.04,,,,,1,,,
Kepler-145 c,Kepler-145,0,,4.32,79.4,,,,,1.85,1.32,,4.02,
Kepler-425 b,Kepler-425,0,0.0464,10.962,79.45,0.33,,1070,5170,0.86,0.93,-0.323,4.54,
HD 16141 b,HD 16141,0,0.3609,,79.4571,0.195,,,5771.02,1.55,1.1,,4.1,
HD 101930 b,HD 101930,0,0.3,,79.4575,0.11,,,5108,0.86,0.57,,4.33,
HD 63454 b,HD 63454,0,0.04,,79.4575,0,,,4812,0.77,0.42,,4.28,
WASP-69 b,WASP-69,0,0.04527,11.848,79.4575,0.11,,,4700,0.81,0.83,,,
Kepler-52 b,Kepler-52,0,,2.52,79.6,,,,,0.62,0.66,,,
Kepler-323 c,Kepler-323,0,,1.9,79.7,,,,,1.38,1.12,,,
OGLE-2007-BLG-349L AB c,OGLE-2007-BLG-349L A,0,2.59,,80,,,,,,0.41,,,
Kepler-9 b,Kepler-9,0,0.14,9.438,80.09,0.15,,,5754,1.05,1.03,0.037,4.41,
XO-2 S b,XO-2 S,0,0.1344,,82.315,0.18,,,5399,1.02,0.98,,4.43,
HD 16141 b,HD 16141,0,0.363,,82.6,0.252,,,5794,,1.12,,4.22,
Kepler-170 b,Kepler-170,0,,3.08,82.6,,,,,0.99,1.08,,,
WASP-69 b,WASP-69,0,0.04525,9.113,82.632,0,,963,4715,0.81,0.83,,4.54,
GJ 1148 c,GJ 1148,0,0.9302,,82.63539,0.27,,,3357.57,0.37,0.37,,4.88,
HD 16141 b,HD 16141,0,0.36,,82.6358,0.25,,,5757,1.48,1.11,,4.14,
K2-329 b,K2-329,0,0.1016,8.676,82.6358,0.0697,45.7,650,5282,0.82,0.9,-0.325,4.57,
WASP-69 b,WASP-69,0,0.04525,11.848,82.6358,0,,963,4700,0.81,0.83,,,
XO-2 S b,XO-2 S,0,0.13,,82.6358,0.18,,,5399,1,0.98,,4.43,
HD 108147 b,HD 108147,0,0.102,,82.95,0.53,,,6255.73,1.21,1.22,0.303,4.36,
HATS-43 b,HATS-43,0,0.04944,13.227,82.95363,0.173,,1003,5099,0.81,0.84,-0.398,4.54,
OGLE-2014-BLG-1722L c,OGLE-2014-BLG-1722L,0,2.7,,83.3,,,,,,0.39,,,
OGLE-2014-BLG-1722L c,OGLE-2014-BLG-1722L,0,1.7,,83.7,,,,,,0.4,,,
HD 204941 b,HD 204941,0,2.56,,84.5392,0.37,,,5056,0.72,0.74,-0.509,4.48,
HAT-P-38 b,HAT-P-38,0,0.0523,9.247,84.857,0.067,,1082,5330,0.92,0.89,-0.208,,
HAT-P-38 b,HAT-P-38,0,0.05231,9.247,84.86061,0.055,,,5330,0.92,0.89,,,
CoRoT-25 b,CoRoT-25,0,0.0578,12.11,85.81,0,,1330,6040,1.19,1.09,,4.31,
HD 113538 b,HD 113538,0,0.71,,85.81,0.61,,,4685,0.65,0.7,-1.046,4.28,
HD 109749 b,HD 109749,0,0.0615,,85.8141,0,,,5824,1.22,1.13,0.19,,
HD 168746 b,HD 168746,0,0.07,,85.8141,0.11,,,5570,1.09,1.07,,4.39,
HD 7199 b,HD 7199,0,1.36,,85.8141,0.19,,,5371,0.97,0.77,,4.35,
WASP-131 b,WASP-131,0,0.0607,13.675,85.8141,0,,1460,6030,1.53,1.06,,4.09,
MOA-2010-BLG-353L b,MOA-2010-BLG-353L,0,1.72,,86,,,,,,0.18,,,
OGLE-2006-BLG-109L c,OGLE-2006-BLG-109L,0,4.5,,86,0.15,,,,,0.51,,,
OGLE-2006-BLG-109L c,OGLE-2006-BLG-109L,0,4.6,,86,,,59,,,0.5,,,
Kepler-277 b,Kepler-277,0,,2.92,87.3,,,,,1.69,1.12,,4.03,
GJ 649 b,GJ 649,0,1.1325,,87.40281,0.17,,,3807.22,0.5,0.53,,4.76,
WASP-147 b,WASP-147,0,0.0549,12.498,87.40325,0,,1404,5702,1.43,1.04,,,
WASP-39 b,WASP-39,0,0.04859,14.235,87.40325,0.048,,,5400,0.9,0.93,,,
WASP-117 b,WASP-117,0,0.09459,11.444,87.5585,0.302,,1001,6038,1.17,1.13,,4.28,
WASP-117 b,WASP-117,0,0.09464,11.444,87.75286,0.3,,,6040,1.17,1.13,,,
WASP-160 B b,WASP-160 B,0,0.0452,12.218,88.35674,0,,1119,5298,0.87,0.87,,,
HD 109749 b,HD 109749,0,0.0635,,88.989,0.01,,,5903,1.24,1.2,0.22,4.4,
WASP-39 b,WASP-39,0,0.0486,14.235,88.989,0,,,5400,0.9,0.93,,,
HD 109749 b,HD 109749,0,0.06,,88.9924,0,,,5858,1.28,1.23,,4.31,
WASP-126 b,WASP-126,0,0.0449,10.761,88.9924,0.18,,1480,5800,1.27,1.12,,4.28,
WASP-39 b,WASP-39,0,,14.235,88.9924,,,1120,5326.6,1.01,0.92,-0.128,4.39,
WASP-39 b,WASP-39,0,0.04828,14.336,89.31023,,,1166,5485,0.94,0.91,,4.45,
HD 88133 b,HD 88133,0,0.0479,,89.62806,0,,,5392,2.2,1.26,0.57,,
Kepler-25 d,Kepler-25,0,,,89.9,,,,6270,1.31,1.19,,4.28,
WASP-39 b,WASP-39,0,0.04858,14.93,89.94589,,,,,0.92,,,4.48,
HAT-P-19 b,HAT-P-19,0,0.04664,12.689,90.26372,0.024,,,4990,0.82,0.84,,,
WASP-126 b,WASP-126,0,,,90.3,,,,5800,1.27,1.12,,,
HD 88133 b,HD 88133,0,0.0479,,90.42263,0.031,,,5392,2.2,1.26,,3.88,
OGLE-2013-BLG-0132L b,OGLE-2013-BLG-0132L,0,3.6,,92,,,,,,0.54,,,
HD 7199 b,HD 7199,0,1.36,,92.1668,0.19,,,5386,0.96,0.89,-0.155,4.34,
Kepler-427 b,Kepler-427,0,0.091,13.79,92.17,0.57,,1100,5800,1.35,0.96,0.29,4.14,
HD 88133 b,HD 88133,0,0.046,,92.1707,0.11,,,5494,1.93,1.2,,4.23,
WASP-21 b,WASP-21,0,,12.89,92.1707,,,,5924,1.35,1.08,0.304,4.21,
WASP-69 b,WASP-69,0,,12.442,92.1707,0,,,4700,0.86,0.98,,4.5,
WASP-148 b,WASP-148,0,0.0845,8.093,92.48853,0.22,,940,5460,1.03,1,,4.4,
HAT-P-19 b,HAT-P-19,0,0.0466,12.689,92.802,0.067,,1010,4990,0.82,0.84,-0.432,4.54,
Kepler-427 b,Kepler-427,0,0.0913,13.787,92.80636,0.27,,,5800,1.35,0.96,,,
CoRoT-25 b,CoRoT-25,0,0.05789,12.106,93.12419,0.22,,,6040,1.19,1.09,,,
WASP-21 b,WASP-21,0,0.0516,14.157,93.75985,,,1340,5800,1.19,0.98,,4.28,
WASP-21 b,WASP-21,0,0.05212,11.994,94.39551,0.048,,,5800,1.06,1.01,,,
Kepler-349 b,Kepler-349,0,,1.86,94.5,,,,,0.91,1,,,
GJ 1148 b,GJ 1148,0,0.163506,,94.7094,0.314,,,3287,0.36,0.34,-1.869,4.87,
TOI-1296 b,TOI-1296,0,0.0497,13.798,94.71287,0.055,,1562,5603,1.66,1.17,0.39,4.05,
HD 88133 b,HD 88133,0,0.0472,,95.03117,0.133,,,5392,2.03,0.94,0.497,3.8,
WASP-181 b,WASP-181,0,0.05427,13.271,95.03117,,,1186,5839,0.96,1.04,,4.49,
Kepler-29 c,Kepler-29,0,0.11,2.9,95.3,,,,5750,0.96,1,,5,
HD 101930 b,HD 101930,0,0.302,,95.34,0.11,,,5079,,0.74,-0.31,4.24,
WASP-21 b,WASP-21,0,0.052,11.99,95.345,0,,,,,,,,
HD 88133 b,HD 88133,0,0.05,,95.349,0.13,,,5404,2.01,1.23,,3.92,
WASP-117 b,WASP-117,0,,11.882,95.349,0.3,,,6040,1.22,1.29,,4.28,
WASP-83 b,WASP-83,0,0.059,11.657,95.349,0,,1120,5510,1.05,1.11,,4.44,
TOI-1268 b,TOI-1268,0,0.0711,9.1,96.4,0.105,,919,5300,0.92,0.96,,4.55,
GJ 1148 b,GJ 1148,0,0.166,,96.7,0.38,,,3287,0.36,0.34,-1.869,4.87,
WASP-83 b,WASP-83,0,0.059,11.657,96.93815,0.12,,,5480,1.05,1.11,,,
Kepler-272 c,Kepler-272,0,,1.63,97.8,,,,,0.85,0.78,,,
HD 219134 h,HD 219134,0,2.968,,97.89115,0.025,,,4817.14,0.76,0.79,,4.57,
HAT-P-51 b,HAT-P-51,0,0.05069,14.493,98.20947,0.123,,1192,5449,1.04,0.98,-0.066,4.39,
HD 164922 b,HD 164922,0,2.1,,98.5273,0.05,,,5372,0.97,0.76,,4.35,
WASP-151 b,WASP-151,0,0.055,12.666,98.5273,0.003,460,1290,5871,1.14,1.08,,4.35,
WASP-20 b,WASP-20,0,0.06,16.388,98.841,0,,1379,5940,1.39,1.2,,4.23,
HAT-P-51 b,HAT-P-51,0,0.05067,14.493,98.84513,0.07,,,5449,1.04,0.98,,,
WASP-20 b,WASP-20,0,0.05999,16.388,98.84513,0.039,,,5940,1.39,1.2,,,
KOI-4777.01,KOI-4777,0,0.008,0.51,99.2,0,320,1180,3515,0.4,0.41,,4.77,
Kepler-160 d,Kepler-160,0,0.17,,100,,,,5471,1.12,,0.004,,
K2-287 b,K2-287,0,0.1206,9.494,100.11645,0.478,,804,5695,1.07,1.06,,4.4,
WASP-151 b,WASP-151,0,0.055,13.305,100.43378,0,,1312,,1.18,1.08,,,
KMT-2018-BLG-1990L b,KMT-2018-BLG-1990L,0,0.657,,101,,,,,,0.07,,,
HATS-6 b,HATS-6,0,0.03623,11.187,101.38777,0,,713,3724,0.57,0.57,,4.68,
OGLE-2018-BLG-0567L b,OGLE-2018-BLG-0567L,0,2.72,,101.70509,,,,,,0.25,,,
NGC 2682 YBP 1194 b,NGC 2682 YBP 1194,0,,,101.7056,0.3,,,5780,,1.01,,4.44,
Kepler-240 c,Kepler-240,0,,2.28,102.3,,,,,0.77,0.82,,,
HD 149026 b,HD 149026,0,0.04364,9.09,102.34126,0.013,,,6160,1.53,1.34,,,
HD 149026 b,HD 149026,0,,,102.97692,0.0028,,,,,1.34,,,
KMT-2018-BLG-1990L b,KMT-2018-BLG-1990L,0,0.689,,103,,,,,,0.08,,,
Kepler-53 b,Kepler-53,0,,2.84,103.1,,,,,0.94,1.02,,,
HD 149026 b,HD 149026,0,0.0432,,103.61258,0.051,,,6084,1.5,1.3,0.44,,
BD-08 2823 c,BD-08 2823,0,0.68,,104,0.19,,,4746,,0.74,,4.13,
GJ 649 b,GJ 649,0,1.135,,104.244,0.3,,,3700,,0.54,,,
HD 215497 c,HD 215497,0,1.282,,104.3,0.49,,,5113,,0.87,-0.41,4.31,
HD 33283 b,HD 33283,0,0.1508,,104.56607,0.399,,,5935,1.97,1.38,0.64,,
HD 33283 b,HD 33283,0,0.145,,104.88,0.48,,,5995,1.2,1.24,,4.21,
HD 564 b,HD 564,0,1.2,,104.88,0.096,,,5902,1.01,0.96,,4.53,
TYC 2187-512-1 b,TYC 2187-512-1,0,1.22,,104.88337,0.05,,,3734,0.49,0.5,-1.381,4.68,
WASP-174 b,WASP-174,0,0.05503,16.107,104.88337,0,901.9,1528,6399,1.35,1.24,0.436,4.27,
NGC 2682 YBP 1194 b,NGC 2682 YBP 1194,0,,,104.8839,0.31,,,5780,,1.01,,4.44,
Kepler-16 b,Kepler-16,0,0.7048,8.449,105.833,0.0069,,,4450,0.65,0.69,,4.65,
KMT-2018-BLG-1990L b,KMT-2018-BLG-1990L,0,0.699,,106,,,,,,0.08,,,
KOI-94 d,KOI-94,0,0.1684,11.27,106,0.022,,806,6182,1.52,1.28,0.479,4.18,
K2-295 b,K2-295,0,0.0451,10.054,106.47305,0,,852,4444,0.7,0.74,,4.63,
Kepler-426 b,Kepler-426,0,0.04135,12.218,107.10871,0.12,,,5725,0.92,0.91,,,
HD 164922 b,HD 164922,0,2.115,,107.6,0.126,0.16,159,5293,1,0.87,-0.153,4.39,
GJ 1148 b,GJ 1148,0,0.1686,,107.74383,0.366,,,3357.57,0.37,0.37,,4.88,
WASP-63 b,WASP-63,0,0.05417,14.908,107.74437,0.086,,,5550,1.76,1.1,,,
HD 191939 e,HD 191939,0,0.397,,108,0,,397,5348,0.94,0.81,-0.187,4.3,
Kepler-426 b,Kepler-426,0,0.0414,12.22,108.06,0.18,,1300,5725,0.92,0.91,-0.089,4.47,
NGC 2682 YBP 1194 b,NGC 2682 YBP 1194,0,,,108.06,0.24,,,5780,0.99,1.01,,4.44,
HAT-P-67 b,HAT-P-67,0,0.06505,23.371,108.0622,0,,1903,6406,2.55,1.64,0.939,3.85,
HD 219134 h,HD 219134,0,3.11,,108.0622,0.06,,,4913,0.77,0.79,-0.509,4.51,
HD 38283 b,HD 38283,0,1.02,,108.0622,0.41,,,5998,,1.08,,4.15,
HD 83443 b,HD 83443,0,0.04,,108.0622,0.01,,,5442,0.94,0.79,,4.39,
HD 83443 b,HD 83443,0,0.0375,,108.0622,0.052,,,,,0.79,,,
MOA-2010-BLG-328L b,MOA-2010-BLG-328L,0,3.8,,109,,,,,,0.64,,,
HD 164922 b,HD 164922,0,2.149,,109.33297,0.065,,,5393.43,1,0.92,,4.4,
NGTS-11 b,NGTS-11,0,0.201,9.158,109.33352,0.13,,435,5050,0.83,0.86,,4.5,
Kepler-317 b,Kepler-317,0,,2.08,109.8,,,,,0.94,0.98,,,
KMT-2018-BLG-1990L b,KMT-2018-BLG-1990L,0,0.763,,111,,,,,,0.09,,,
Kepler-53 b,Kepler-53,0,,2.89,111,,,,5858,0.89,0.98,,4.53,
HD 45652 b,HD 45652,0,0.23,,111.2405,0.38,,,5232,0.96,0.54,,4.2,
HIP 12961 b,HIP 12961,0,0.25,,111.2405,0.166,,,3986,0.66,0.62,-1.003,4.59,
HD 47186 c,HD 47186,0,2.395,,111.42,0.249,,,,,,,,
HAT-P-44 b,HAT-P-44,0,0.0507,13.922,111.871,0.044,,1108,5295,0.95,0.94,-0.194,4.46,
